,Name,Price,Price per,Unit,Packet Size,Supermarket,Category
304,Larsen Filets vom Wildlachs Gartenkräuter,"2,49 €","1,25 €",Preis pro 100 Gramm,(Dose 200 Gramm),edeka,Konserven
305,Dreistern Zwiebelfleisch in Aspik,"1,99 €","0,66 €",Preis pro 100 Gramm,(Glas 300 Gramm),edeka,Konserven
306,Meine Hanse Lübecker Heringscocktail,"2,59 €","1,30 €",Preis pro 100 Gramm,(Dose 200 Gramm),edeka,Konserven
307,Nordsee Thunfisch Creme,"1,99 €","1,33 €",Preis pro 100 Gramm,(Becher 150 Gramm),edeka,Konserven
308,Kühne Rotkohl Fix und Fertig 3 Minuten fix & fertig,"1,49 €","3,73 €",Preis pro 1 KG,(Beutel 400 Gramm),edeka,Konserven
309,Gut & Günstig Thunfisch in Sonnenblumenöl,"1,19 €","0,64 €",Preis pro 100 Gramm,(Dose 185 Gramm),edeka,Konserven
310,Gut & Günstig Pfirsich Halbe Frucht,"0,99 €","1,16 €",Preis pro 1 Liter,(Dose 850 ML),edeka,Konserven
311,Gut & Günstig Spaghetti in Tomatensauce,"0,95 €","1,19 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
312,EDEKA Williams Christ Birnen halbe Frucht in Traubensüsse,"1,19 €","0,61 €",Preis pro 100 Gramm,(Dose 195 Gramm),edeka,Konserven
313,Gut & Günstig Thunfisch natur ohne Öl naturell,"1,89 €","3,78 €",Preis pro 1 KG,(Glas 500 Gramm),edeka,Konserven
314,Gut & Günstig Bismarck-Hering in würziger Marinade,"0,79 €","1,86 €",Preis pro 1 Liter,(Dose 425 ML),edeka,Konserven
315,Edeka Italia Tomaten in Stücken Classic,"0,79 €","0,99 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
316,Gut & Günstig Linseneintopf,"0,85 €","1,06 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
317,Gut & Günstig Hühner Nudeltopf,"1,39 €","0,75 €",Preis pro 100 Gramm,(Dose 185 Gramm),edeka,Konserven
318,"Edeka Schlemmer Küche Thunfisch-Filets geschnitten, in Öl","0,89 €","1,11 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
319,Gut & Günstig Feuertopf Bohneneintopf mit Fleischwurst,"0,79 €","0,26 €",Preis pro 100 Gramm,(Dose 300 Gramm),edeka,Konserven
320,EDEKA Gemüsemais supersweet,"1,79 €","2,24 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
321,EDEKA Premium Hühner Nudeltopf,"1,79 €","2,24 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
322,EDEKA Premium Hühner Reistopf,"1,79 €","2,24 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
323,EDEKA Premium Rindfleischnudeltopf,"1,99 €","0,54 €",Preis pro 100 ml,(Glas 370 ML),edeka,Konserven
324,EDEKA Grüner Spargel,"1,19 €","2,80 €",Preis pro 1 Liter,(Dose 425 ML),edeka,Konserven
325,EDEKA Mischpilze hell,"1,29 €","0,41 €",Preis pro 100 ml,(Glas 314 ML),edeka,Konserven
326,EDEKA Spargelköpfe,"1,49 €","0,70 €",Preis pro 100 ml,(Glas 212 ML),edeka,Konserven
327,"EDEKA Spargelspitzen rein weiß, geschält","0,99 €","0,00 €",Preis pro 100 ml,(Glas 150 Gramm),edeka,Konserven
328,EDEKA Grüne Feigen,"1,39 €","3,27 €",Preis pro 1 Liter,(Dose 425 ML),edeka,Konserven
329,EDEKA Pflaumen,"1,49 €","2,07 €",Preis pro 1 Liter,(Glas 720 ML),edeka,Konserven
330,EDEKA Williams Christ Birnen halbe Frucht gezuckert,"1,79 €","2,11 €",Preis pro 1 KG,(Dose 850 Gramm),edeka,Konserven
331,EDEKA Bambussprossen,"0,89 €","0,24 €",Preis pro 100 ml,(Glas 370 ML),edeka,Konserven
332,Gut & Günstig Kiwi,"1,69 €","3,56 €",Preis pro 1 Liter,(Glas 580 ML),edeka,Konserven
333,Nadler Bratheringe,"2,49 €","9,96 €",Preis pro 1 KG,(Glas 250 Gramm),edeka,Konserven
334,Edeka Italia Mediterrane Passata Rustica Basilikum,"1,19 €","2,38 €",Preis pro 1 KG,(Glas 500 Gramm),edeka,Konserven
335,EDEKA Pfifferlinge ausgesucht klein,"2,49 €","1,17 €",Preis pro 100 ml,(Glas 212 ML),edeka,Konserven
336,Gut & Günstig Italienischer Tomaten Nudeltopf,"0,89 €","1,11 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
337,Gut & Günstig Italienische Schältomaten inTomatensaft,"0,35 €","0,82 €",Preis pro 1 Liter,(Dose 425 ML),edeka,Konserven
338,EDEKA Premium Linsen Eintopf,"1,79 €","2,24 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
339,"EDEKA Große Bohnen weiße Kerne, extra fein","1,29 €","1,79 €",Preis pro 1 Liter,(Glas 720 ML),edeka,Konserven
340,EDEKA Junge Bohnen,"1,59 €","2,74 €",Preis pro 1 Liter,(Glas 580 ML),edeka,Konserven
341,Gut & Günstig Kartoffel Topf mit Würstchen,"0,95 €","1,19 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
342,Lysell Zwiebelfisch,"2,49 €","1,99 €",Preis pro 100 Gramm,(Dose 125 Gramm),edeka,Konserven
343,Edeka Bio 6 Wiener Würstchen,"3,79 €","6,89 €",Preis pro 1 KG,(Glas 550 Gramm),edeka,Konserven
344,EDEKA Champignons 1 Wahl ganze Köpfe,"0,49 €","1,15 €",Preis pro 1 Liter,(Dose 425 ML),edeka,Konserven
345,EDEKA Champignons 1 Wahl ganze Köpfe,"0,49 €","0,14 €",Preis pro 100 Gramm,(Dose 340 Gramm),edeka,Konserven
346,Sonnen Bassermann  Schnittbohnen Topf,"1,89 €","2,36 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
347,Sonnen-Bassermann  Bohneneintopf Serbische Art,"1,89 €","2,36 €",Preis pro 1 KG,(Dose 800  Gramm),edeka,Konserven
348,"Meica Bockhorster extra knackig, 6 Stück","2,79 €","5,17 €",Preis pro 1 KG,(Glas 540 Gramm),edeka,Konserven
349,La Comtesse Octopus in Wasser,"2,19 €","1,99 €",Preis pro 100 Gramm,(Dose 110 Gramm),edeka,Konserven
350,Leverno Amarena-Kirschen entsteint,"3,29 €","13,71 €",Preis pro 1 KG,(Glas 240 Gramm),edeka,Konserven
351,Ibero Kichererbsen naturell in Lake,"1,59 €","3,98 €",Preis pro 1 KG,(Dose 400 Gramm),edeka,Konserven
352,Lysell Matjes-Mahlzeit Mit  Senf-Dressing,"2,79 €","1,10 €",Preis pro 100 Gramm,(Dose 252.5 Gramm),edeka,Konserven
353,Gut & Günstig Ananas Scheiben,"0,99 €","1,21 €",Preis pro 1 KG,(Dose 820 Gramm),edeka,Konserven
354,Gut & Günstig Kidney Bohnen,"0,35 €","0,82 €",Preis pro 1 Liter,(Dose 425 ML),edeka,Konserven
355,Gut & Günstig Thunfischstücke mit Gemüse,"0,99 €","0,54 €",Preis pro 100 Gramm,(Dose 185 Gramm),edeka,Konserven
356,Gut & Günstig Erbseneintopf,"0,65 €","0,81 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
357,Thüringer Landgarten Sauerkraut,"0,49 €","0,94 €",Preis pro 1 KG,(Beutel 520 Gramm),edeka,Konserven
358,Edeka Antipasti Grüne Oliven gefüllt mit Frischkäse,"2,49 €","1,66 €",Preis pro 100 Gramm,(Packung 150 Gramm),edeka,Konserven
359,Edeka Antipasti Grüne und schwarze Oliven mit Frischkäse,"2,49 €","1,66 €",Preis pro 100 Gramm,(Packung 150 Gramm),edeka,Konserven
360,EDEKA Thunfisch Filets In Sonnenblumenöl,"1,49 €","0,81 €",Preis pro 100 Gramm,(Dose 185 Gramm),edeka,Konserven
361,Gut & Günstig Geflügel Würstchen,"1,89 €","0,50 €",Preis pro 100 Gramm,(Glas 380 Gramm),edeka,Konserven
362,Gut & Günstig Grüner Bohneneintopf mit durchwachsenen Speck und Rindfleisch,"0,89 €","1,11 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
363,EDEKA Bio Apfelmark,"1,49 €","0,21 €",Preis pro 100 Gramm,(Glas 700 Gramm),edeka,Konserven
364,Gut & Günstig Junge Brechbohnen,"0,69 €","1,52 €",Preis pro 1 KG,(Dose 455 Gramm),edeka,Konserven
365,Gut & Günstig Rote Bete Kugeln,"0,59 €","0,27 €",Preis pro 100 Gramm,(Glas 220 Gramm),edeka,Konserven
366,"Edeka SchlemmerKüche Thunfisch-Filets geschnitten, ohne Öl","0,55 €","0,18 €",Preis pro 100 ml,(Dose 314 ML),edeka,Konserven
367,Gut & Günstig Brechbohnen,"0,79 €","0,28 €",Preis pro 100 Gramm,(Glas 280 Gramm),edeka,Konserven
368,Gut & Günstig Mandarinen Orangen leicht gezuckert,"1,19 €","1,45 €",Preis pro 1 KG,(Dose 820 Gramm),edeka,Konserven
369,Gut & Günstig Champignons 1. Wahl - geschnitten,"1,29 €","0,65 €",Preis pro 100 Gramm,(Glas 200 Gramm),edeka,Konserven
370,"Delta Pfirsiche in Schnitten, leicht gezuckert","0,99 €","0,62 €",Preis pro 100 Gramm,(Glas 160 Gramm),edeka,Konserven
371,"Eifeler Spitzenqualität Zwiebelwurst, gekocht","0,75 €","0,47 €",Preis pro 100 Gramm,(Glas 160 Gramm),edeka,Konserven
372,Eifeler Blutwurst Hausmacher Art,"0,79 €","0,49 €",Preis pro 100 Gramm,(Glas 160 Gramm),edeka,Konserven
373,"Eifeler Zwiebelwurst Hausmacher Art, gekocht","0,79 €","0,49 €",Preis pro 100 Gramm,(Glas 160 Gramm),edeka,Konserven
374,"Eifeler Bauernschmaus Zwiebelwurst, gekocht","0,79 €","0,49 €",Preis pro 100 Gramm,(Glas 160 Gramm),edeka,Konserven
375,Eifeler Truthahnfleisch im eigenen Saft,"1,89 €","0,63 €",Preis pro 100 Gramm,(Dose 300 Gramm),edeka,Konserven
376,Erasco 1 Portion Zwiebel-Sahne-Hähnchen-Topf mit Nudeln,"1,89 €","4,73 €",Preis pro 1 KG,(Dose 400 Gramm),edeka,Konserven
377,Erasco Gemüse & Sauce Mexikanisches Gemüse in Tomaten-Chili-Sauce,"1,89 €","2,36 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
378,Erasco Gemüse & Sauce Mexikanisches Gemüse in Tomaten-Chili-Sauce,"1,29 €","3,39 €",Preis pro 1 KG,(Dose 380 Gramm),edeka,Konserven
379,Erasco Erbsen-Terrine mit Würstchen XXL Pack mit frischen Möhren,"3,49 €","2,25 €",Preis pro 1 KG,(Dose 1550 Gramm),edeka,Konserven
380,Erasco Hühner-Nudel-Terrine XXL Pack mit frischen Möhren und Gartenkräutern,"3,59 €","2,32 €",Preis pro 1 KG,(Dose 1550 Gramm),edeka,Konserven
381,Erasco 1 Portion Erbsen-Eintopf mit frischen Kartoffeln und Möhren,"1,29 €","3,23 €",Preis pro 1 KG,(Dose 400 Gramm),edeka,Konserven
382,Erasco 1 Portion Rindfleisch-Nudeltopf mit frischen Möhren,"1,29 €","3,23 €",Preis pro 1 KG,(Dose 400 Gramm),edeka,Konserven
383,Erasco Unsere Klassiker Kartoffel Eintopf mit frischen Gemüse und Rauchspeck,"1,33 €","1,66 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
384,Erasco Unsere Klassiker Reis-Hack-Bällchentopf mit Reis und Gemüse,"1,33 €","1,66 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
385,Erasco Unsere Klassiker Linsen Eintopf,"1,33 €","1,66 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
386,Erasco Weite Welt Mailänder Tomaten-Reistopf mit Fleischklößen,"2,19 €","2,74 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
387,Erasco Gemüsegarten Schmetterlings-Nudeltopf reich an wertvollem Gemüse,"1,89 €","2,36 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
388,Erasco Gemüse & Sauce Erbsen & Möhren in Sauce Hausfrauen Art,"1,89 €","2,45 €",Preis pro 1 KG,(Dose 770 Gramm),edeka,Konserven
389,Erasco Gemüse & Sauce Mais-Erbsen-Möhren-Mix in milder Creme-Sauce,"1,29 €","3,23 €",Preis pro 1 KG,(Dose 400 Gramm),edeka,Konserven
390,Kühne Gewürzgurken Auslese,"1,49 €","2,07 €",Preis pro 1 Liter,(Glas 720 ML),edeka,Konserven
391,Hainich Apfelmus,"0,58 €","1,57 €",Preis pro 1 Liter,(Glas 370 ML),edeka,Konserven
392,Gut & Günstig Mandarinen leicht gezuckert,"0,45 €","0,16 €",Preis pro 100 ml,(Dose 280 ML),edeka,Konserven
393,Edeka Rio Grande Apfelmus Gezuckert,"0,79 €","1,10 €",Preis pro 1 KG,(Glas 720 Gramm),edeka,Konserven
394,gut & günstig Rotkohl,"0,45 €","0,66 €",Preis pro 1 KG,(Glas 680 Gramm),edeka,Konserven
395,Gut & Günstig Cornichons knackig feurig mit Chili,"0,89 €","0,24 €",Preis pro 100 ml,(Glas 370 ML),edeka,Konserven
396,Gut & Günstig Cornichons süß mild mit Honig,"0,89 €","0,24 €",Preis pro 100 ml,(Glas 370 ML),edeka,Konserven
397,Unsere Heimat Rotkohl,"1,29 €","1,98 €",Preis pro 1 KG,(Glas 650 Gramm),edeka,Konserven
398,Gut & günstig Grüne Oliven entsteint,"0,69 €","0,19 €",Preis pro 100 ml,(Glas 370 ML),edeka,Konserven
399,Edeka Bancetto Tomaten in Stücken,"0,79 €","0,99 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
400,Gut & Günstig Tomaten geschält in Tomatensaft,"0,59 €","1,39 €",Preis pro 1 Liter,(Dose 425 ML),edeka,Konserven
401,Gut & Günstig Junge Erbsen extra fein,"0,89 €","0,45 €",Preis pro 100 Gramm,(Dose 200 Gramm),edeka,Konserven
402,Gut & Günstig Heringsfilets in Paprikacreme,"0,55 €","0,77 €",Preis pro 1 KG,(Glas 710 Gramm),edeka,Konserven
403,EDEKA Premium Erbsen Eintopf,"1,79 €","2,24 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
404,Edeka Italia Tomaten ganz und geschält in Tomatenpüree,"1,29 €","2,69 €",Preis pro 1 KG,(Dose 480 Gramm),edeka,Konserven
405,EDEKA Rio Grande Pfirsichschnitten,"2,99 €","2,99 €",Preis pro 1 KG,(Glas 1000 Gramm),edeka,Konserven
406,EDEKA Tomaten Nudeltopf mit Hackfleischbällchen,"1,79 €","2,24 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
407,EDEKA Rio Grande Tropischer Fruchtcocktail gezuckert,"1,39 €","3,22 €",Preis pro 1 KG,(Dose 432 Gramm),edeka,Konserven
408,Gut & günstig 5 Fruchtcocktail gezuckert,"1,19 €","2,38 €",Preis pro 1 KG,(Dose 500 Gramm),edeka,Konserven
409,Gut & Günstig Brathering,"1,89 €","3,78 €",Preis pro 1 KG,(Glas 500 Gramm),edeka,Konserven
410,Gut & günstig Wildlachsfilet in Tomaten Basilikum Sauce,"1,79 €","0,90 €",Preis pro 100 Gramm,(Dose 200 Gramm),edeka,Konserven
411,Edeka Antipasti Kalamata Oliven,"1,69 €","11,27 €",Preis pro 1 KG,(Packung 150 Gramm),edeka,Konserven
412,EDEKA Mandarin Orangen leicht gezuckert,"0,88 €","1,76 €",Preis pro 1 KG,(Packung 500 Gramm),edeka,Konserven
413,Gut & günstig Wildlachsfilet Natur,"2,99 €","1,66 €",Preis pro 100 Gramm,(Dose 180 Gramm),edeka,Konserven
414,Gut & Günstig gegrillte Paprika,"0,66 €","0,92 €",Preis pro 1 Liter,(Glas 720 ML),edeka,Konserven
415,Gut & Günstig Heringsfilets in Tomatensauce,"2,29 €","4,58 €",Preis pro 1 KG,(Beutel 500 Gramm),edeka,Konserven
416,Pomito Tomatenstücke,"3,29 €","1,83 €",Preis pro 100 Gramm,(Packung 180 Gramm),edeka,Konserven
417,Vier Diamanten Rosa Wildlachs ohne Haut und ohne Gräten,"1,39 €","1,18 €",Preis pro 1 KG,(Dose 1175 Gramm),edeka,Konserven
418,Hainich Pflaumen halbe Frucht,"1,79 €","2,11 €",Preis pro 1 Liter,(Dose 850 ML),edeka,Konserven
419,Dittmann Schwarze Oliven mit Stein,"1,89 €","0,83 €",Preis pro 100 Gramm,(Dose 229  Gramm),edeka,Konserven
420,"Larsen Nice and Easy Makrelenmix in Chilisauce,  4  x 45 g","5,99 €","0,54 €",Preis pro Stück,(Dose 11 Stück),edeka,Konserven
421,Müllers Mühle Eintopf Linseneintopf,"3,99 €","0,50 €",Preis pro Stück,(Glas 8 Stück),edeka,Konserven
422,Sonnen Bassermann Kartoffel-Gemüse Topf,"2,99 €","1,87 €",Preis pro 100 Gramm,(Glas 160 Gramm),edeka,Konserven
423,Wikinger Bockwurst 8 Stück,"3,79 €","5,26 €",Preis pro 1 KG,(Glas 720 Gramm),edeka,Konserven
424,Larsen Lachsfilet in Dill,"2,19 €","1,10 €",Preis pro 100 Gramm,(Dose 200 Gramm),edeka,Konserven
425,Larsen Lachsfilet in Tomaten-Basilikum-Sauce,"1,99 €","1,00 €",Preis pro 100 Gramm,(Dose 200 Gramm),edeka,Konserven
426,Hawesta Makrelen Filets Tomate & Curry,"1,19 €","0,56 €",Preis pro 100 ml,(Dose 212 ML),edeka,Konserven
427,Kattus Achatschnecken,"3,59 €","1,69 €",Preis pro 100 Gramm,(Dose 212 Gramm),edeka,Konserven
428,Kattus Weinbergschnecken,"3,29 €","3,10 €",Preis pro 100 ml,(Dose 106 ML),edeka,Konserven
429,Larsen köstliche Makrelenfilets,"1,99 €","1,05 €",Preis pro 100 Gramm,(Dose 190 Gramm),edeka,Konserven
430,La Miranda Sardinenfilets in Sonnenblumenöl,"0,44 €","0,35 €",Preis pro 100 Gramm,(Packung 125 Gramm),edeka,Konserven
431,Gold Berry Thunfischstücke Natur,"0,85 €","0,46 €",Preis pro 100 Gramm,(Dose 185  Gramm),edeka,Konserven
432,Müllers Mühle Eintopf Erbsen,"1,39 €","1,64 €",Preis pro 1 Liter,(Dose 850 ML),edeka,Konserven
433,Stollenwerk Stachelbeeren,"1,29 €","1,90 €",Preis pro 1 KG,(Glas 680  Gramm),edeka,Konserven
434,Del Monte Ananas in Scheiben,"0,79 €","3,35 €",Preis pro 1 Liter,(Dose 236  ML),edeka,Konserven
435,Del Monte Aprikosen halbe Frucht,"1,19 €","2,80 €",Preis pro 1 Liter,(Dose 425  ML),edeka,Konserven
436,Gold Berry Ananasscheiben,"0,99 €","1,16 €",Preis pro 1 Liter,(Dose 850 ML),edeka,Konserven
437,Lausitzer Schattenmorellen,"0,99 €","1,38 €",Preis pro 1 KG,(Glas 720 Gramm),edeka,Konserven
438,Leverno Cocktail-Kirschen entsteint,"2,89 €","12,84 €",Preis pro 1 KG,(Glas 225 Gramm),edeka,Konserven
439,Lien Ying Lycheefrüchte,"2,89 €","5,12 €",Preis pro 1 KG,(Dose 565 Gramm),edeka,Konserven
440,Kattus Cocktail Kirschen ohne Stein,"3,49 €","1,65 €",Preis pro 100 ml,(Glas 212  ML),edeka,Konserven
441,daucy Gemüsemais 3 x 212 ml,"1,69 €","2,66 €",Preis pro 1 Liter,(Pack 636 ML),edeka,Konserven
442,Gold Berry Schältomaten,"0,55 €","0,65 €",Preis pro 1 Liter,(Dose 850 ML),edeka,Konserven
443,Gold Berry Geschälte Tomaten,"0,35 €","0,82 €",Preis pro 1 Liter,(Dose 425 ML),edeka,Konserven
444,Dittmann Kalamata Oliven Schwarze Oliven,"2,29 €","0,62 €",Preis pro 100 ml,(Glas 370 ML),edeka,Konserven
445,Dittmann Grüne Oliven in Scheiben,"4,09 €","3,85 €",Preis pro 1 Liter,(Glas 1062 ML),edeka,Konserven
446,"Dittmann Teufli Pfefferonen Grüne, mit Frischkäse gefüllt","5,99 €","0,92 €",Preis pro 100 Gramm,(Glas 650 Gramm),edeka,Konserven
447,Casa Deliziosa Paprika gegrillt,"2,99 €","1,11 €",Preis pro 100 Gramm,(Glas 270 Gramm),edeka,Konserven
448,Liakada Schwarze Oliven extra gross,"2,39 €","5,98 €",Preis pro 1 KG,(Schale 400 Gramm),edeka,Konserven
449,Liakada Grüne Oliven entsteint,"2,49 €","0,69 €",Preis pro 100 Gramm,(Schale 360 Gramm),edeka,Konserven
450,Liakada Grüne Gewürzoliven entsteint,"1,89 €","0,76 €",Preis pro 100 Gramm,(Schale 250 Gramm),edeka,Konserven
451,Liakada Grüne Oliven mit Paprikapaste,"1,29 €","0,76 €",Preis pro 100 Gramm,(Schale 170 Gramm),edeka,Konserven
452,Liakada Kalamata-Oliven,"1,39 €","8,18 €",Preis pro 1 KG,(Schale 170 Gramm),edeka,Konserven
453,Liakada Grüne Oliven extra gross,"2,39 €","0,72 €",Preis pro 100 Gramm,(Glas 330 Gramm),edeka,Konserven
454,Liakada Grüne Gewürzoliven entsteint,"2,39 €","0,72 €",Preis pro 100 Gramm,(Glas 330 Gramm),edeka,Konserven
455,Liakada Weisse Riesenbohnen Elephant in Tomatensauce,"3,99 €","4,99 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
456,Liakada Weisse Riesenbohnen Elephant in Tomatensauce,"1,89 €","0,68 €",Preis pro 100 Gramm,(Dose 280 Gramm),edeka,Konserven
457,Rinatura Bio Grüne Oliven,"2,79 €","1,40 €",Preis pro 100 Gramm,(Glas 200 Gramm),edeka,Konserven
458,Leverno Tomaten-Passata,"2,19 €","3,17 €",Preis pro 1 KG,(Flasche (Glas) 690 Gramm),edeka,Konserven
459,Leverno Paprika-Filet gegrillt u. mariniert,"2,79 €","0,82 €",Preis pro 100 Gramm,(Glas 340 Gramm),edeka,Konserven
460,Don Enrico Palmherzen,"3,69 €","9,23 €",Preis pro 1 KG,(Dose 400 Gramm),edeka,Konserven
461,Ibero Grüne Oliven mit Kern,"0,99 €","0,66 €",Preis pro 100 Gramm,(Glas 150 Gramm),edeka,Konserven
462,Ibero Oliven Grüne Oliven mit Paprikapaste / Partybäum.,"1,99 €","0,87 €",Preis pro 100 Gramm,(Glas 230 Gramm),edeka,Konserven
463,Ibero Grüne Oliven entsteint,"1,59 €","0,69 €",Preis pro 100 Gramm,(Glas 230 Gramm),edeka,Konserven
464,Ibero Schwarze Oliven entsteint,"4,49 €","0,48 €",Preis pro 100 Gramm,(Glas 935 Gramm),edeka,Konserven
465,Don Enrico Schwarze Oliven Premium-Qualität,"2,39 €","5,69 €",Preis pro 1 KG,(Schale 420 Gramm),edeka,Konserven
466,Don Enrico Grüne Oliven mit Rocoto-Chillies,"2,79 €","0,82 €",Preis pro 100 Gramm,(Schale 340 Gramm),edeka,Konserven
467,Lien Ying Sojabohnenkeimlinge,"1,99 €","0,57 €",Preis pro 100 Gramm,(Glas 350 Gramm),edeka,Konserven
468,Lien Ying Asiatisches Mischgemüse,"2,29 €","5,73 €",Preis pro 1 KG,(Dose 400 Gramm),edeka,Konserven
469,Bamboo Garden  Sojabohnen-Keimlinge,"1,99 €","0,60 €",Preis pro 100 Gramm,(Glas 330 Gramm),edeka,Konserven
470,Bamboo Garden Mischgemüse China Art,"2,79 €","6,56 €",Preis pro 1 Liter,(Glas 425  ML),edeka,Konserven
471,Kattus Artischockenherzen,"3,79 €","8,92 €",Preis pro 1 Liter,(Dose 425 ML),edeka,Konserven
472,Kattus Kidney Bohnen,"1,49 €","3,51 €",Preis pro 1 Liter,(Dose 425 ML),edeka,Konserven
473,Kattus Cannellini-Bohnen,"1,29 €","3,04 €",Preis pro 1 Liter,(Dose 425  ML),edeka,Konserven
474,Stollenwerk Kartoffeln in Scheiben,"0,79 €","1,10 €",Preis pro 1 Liter,(Glas 720  ML),edeka,Konserven
475,Parmalat Pomito,"0,85 €","1,70 €",Preis pro 1 KG,(Packung 500 Gramm),edeka,Konserven
476,Gold Berry passierte Tomaten,"0,25 €","0,50 €",Preis pro 1 Liter,(Packung 500 ML),edeka,Konserven
477,Jonkers Fris gelbe Erbsen mit Suppengrün,"0,59 €","0,69 €",Preis pro 1 Liter,(Dose 850 ML),edeka,Konserven
478,Holco Champignons Gourmet 2. Wahl - geschnitten,"1,19 €","3,22 €",Preis pro 1 Liter,(Glas 370  ML),edeka,Konserven
479,Holco Champignons 2. Wahl - geschnitten,"1,69 €","2,91 €",Preis pro 1 Liter,(Glas 580 ML),edeka,Konserven
480,Holco Partyspiesse,"1,49 €","4,75 €",Preis pro 1 Liter,(Glas 314 ML),edeka,Konserven
481,Dittmann Pepper Balls Meerrettich,"3,59 €","1,28 €",Preis pro 100 Gramm,(Glas 280 Gramm),edeka,Konserven
482,Dittmann Pepper Balls Natur,"2,99 €","2,30 €",Preis pro 100 Gramm,(Glas 130 Gramm),edeka,Konserven
483,Spreewald Feldmann Puszta Salat,"0,69 €","1,86 €",Preis pro 1 Liter,(Glas 370  ML),edeka,Konserven
484,Spreewald Feldmann Silberzwiebeln,"0,79 €","0,21 €",Preis pro 100 ml,(Glas 370 ML),edeka,Konserven
485,Spreewald Letscho,"1,39 €","2,01 €",Preis pro 1 KG,(Glas 690 Gramm),edeka,Konserven
486,SpreeWald grüne Knacker,"1,79 €","1,05 €",Preis pro 1 Liter,(Glas 1700  ML),edeka,Konserven
487,SpreeWald Tomaten- Paprika in Streifen,"1,29 €","1,79 €",Preis pro 1 Liter,(Glas 720  ML),edeka,Konserven
488,Spreewald Feldmann Rote Bete in Streifen,"0,69 €","1,86 €",Preis pro 1 Liter,(Glas 370 ML),edeka,Konserven
489,Gut & Gerne Artischocken,"3,49 €","1,75 €",Preis pro 100 Gramm,(Glas 200 Gramm),edeka,Konserven
490,Liakada Weisse Riesenbohnen Elephant Natur,"1,69 €","0,60 €",Preis pro 100 Gramm,(Dose 280 Gramm),edeka,Konserven
491,Maitre Marcel Knoblauch Provence-Knoblauch,"2,49 €","1,38 €",Preis pro 100 Gramm,(Glas 180 Gramm),edeka,Konserven
492,Kattus Peperoncini,"2,39 €","0,65 €",Preis pro 100 ml,(Glas 370 ML),edeka,Konserven
493,Kattus Mild marinierter Paprika,"2,89 €","7,81 €",Preis pro 1 Liter,(Glas 370  ML),edeka,Konserven
494,Kattus Grüne Pepperoncini,"1,89 €","0,51 €",Preis pro 100 ml,(Glas 370  ML),edeka,Konserven
